Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet
50,belgian pork chop,snacks,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,high_fiber_diet
50,belgian pork chop,snacks,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,high_protien_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,pregnancy,low_fat_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,pregnancy,paleo_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,pregnancy,vegan_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,pregnancy,high_fiber_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,pregnancy,high_protien_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,low_fat_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,paleo_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,vegan_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,high_fiber_diet
50,belgian pork chop,chop,"pork chop,pink pepper corn,green pepper corn,aromatic sauce,salt,black pepper,salted butter,refined oil,red cabbage,bell pepper chop,apricot,onion,red wine,ancho chilli,cayenne pepper,microgreen",veg,iron,goitre,high_protien_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,hypertension,high_protien_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,hypertension,high_fiber_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,hypertension,ketogenic_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,heart_disease,high_protien_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,heart_disease,high_fiber_diet
51,christmas chocolate fudge cookies,cookie,"unsalted butter,brown sugar,chocolate,chocolate chips,eggs,flour,cocoa powder,baking powder",veg,magnesium,heart_disease,ketogenic_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,low_fat_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,low_carb_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,vegan_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,hormone_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,high_protien_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,low_fat_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,low_carb_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,vegan_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,hormone_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,high_protien_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,low_fat_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,low_carb_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,vegan_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,hormone_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,high_protien_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,low_fat_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,low_carb_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,vegan_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,hormone_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,high_protien_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,low_fat_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,low_carb_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,vegan_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,hormone_diet
52,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,high_protien_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,low_fat_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,low_carb_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,vegan_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,hormone_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,anemia,high_protien_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,low_fat_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,low_carb_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,vegan_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,hormone_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,rickets,high_protien_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,low_fat_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,low_carb_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,vegan_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,hormone_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,goitre,high_protien_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,low_fat_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,low_carb_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,vegan_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,hormone_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,kidney_disease,high_protien_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,low_fat_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,low_carb_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,vegan_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,hormone_diet
52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:,chicken breast,egg whole frozen,flour,planko bread crumbs,fresh italian parsley,vegetable oil,solid butter unsalted,tomato sauce,mozzarella cheese,italian parmesan cheese,thyme,for pepperonata:,red pepper,green pepper,yellow pepper,red onion,fresh tomato,butternut squash,garlic,pure olive oil,vegetable oil,black pepper corn (crushed),salt,parsley,for garnishing:,parsley sprig,spinach",non-veg,vitamin_c,pregnancy,high_protien_diet
53,chocolate appo,snacks,"rice,coconut,baking powder,vanilla extract,cinnamon powder,brown sugar,unsweetened cocoa powder,salt,chocolate chips,butter",veg,magnesium,hypertension,high_protien_diet
